기온,노면온도,humi_,alti_,시간,경도,위도
-4.9,-9.2,57.8,10260,2024-01-25 06:36:57,127.4839919,34.902722
-4.9,-9.1,57.8,10260,2024-01-25 06:36:58,127.4839919,34.902722
-4.9,-9.0,57.8,10260,2024-01-25 06:36:58,127.4839927,34.9026432
-4.9,-8.7,57.8,10261,2024-01-25 06:36:59,127.4839927,34.9026432
-4.9,-8.8,57.8,10261,2024-01-25 06:36:59,127.4839944,34.9025669
-4.9,-8.9,57.9,10261,2024-01-25 06:37:00,127.4839944,34.9025669
-4.9,-9.2,57.9,10261,2024-01-25 06:37:00,127.4839932,34.9025004
-4.9,-9.2,57.9,10261,2024-01-25 06:37:01,127.4839932,34.9025004
-4.9,-9.3,57.9,10261,2024-01-25 06:37:01,127.4839894,34.9024409
-4.9,-9.4,57.9,10262,2024-01-25 06:37:02,127.4839894,34.9024409
-4.9,-9.3,57.9,10262,2024-01-25 06:37:02,127.4839883,34.9023845
-4.9,-9.2,57.9,10262,2024-01-25 06:37:03,127.4839883,34.9023845
-4.9,-9.1,57.9,10263,2024-01-25 06:37:03,127.4839887,34.9023392
-4.9,-9.4,57.9,10263,2024-01-25 06:37:04,127.4839887,34.9023392
-4.9,-9.4,57.9,10263,2024-01-25 06:37:04,127.4839876,34.9023018
-4.9,-9.6,57.9,10263,2024-01-25 06:37:05,127.4839876,34.9023018
-4.9,-9.3,57.9,10264,2024-01-25 06:37:05,127.4839865,34.902276
-4.9,-9.4,58.0,10264,2024-01-25 06:37:06,127.4839865,34.902276
-4.9,-9.3,58.0,10264,2024-01-25 06:37:06,127.4839895,34.9022581
-4.9,-9.3,58.0,10264,2024-01-25 06:37:07,127.4839895,34.9022581
-4.9,-9.2,58.0,10264,2024-01-25 06:37:07,127.4839899,34.9022485
-4.9,-9.2,58.0,10264,2024-01-25 06:37:08,127.4839899,34.9022485
-4.9,-9.3,58.0,10264,2024-01-25 06:37:08,127.4839894,34.9022438
-4.9,-9.3,58.0,10265,2024-01-25 06:37:09,127.4839894,34.9022438
-4.9,-9.2,58.0,10265,2024-01-25 06:37:09,127.4839876,34.9022418
-4.9,-9.1,58.0,10265,2024-01-25 06:37:10,127.4839876,34.9022418
-4.9,-9.2,58.0,10265,2024-01-25 06:37:10,127.4839848,34.9022372
-4.9,-9.0,58.0,10265,2024-01-25 06:37:11,127.4839848,34.9022372
-4.9,-9.1,58.0,10265,2024-01-25 06:37:11,127.4839816,34.9022213
-4.9,-9.1,58.0,10265,2024-01-25 06:37:12,127.4839816,34.9022213
-4.9,-9.1,58.0,10264,2024-01-25 06:37:12,127.4839763,34.9021966
-4.9,-9.2,58.0,10264,2024-01-25 06:37:13,127.4839763,34.9021966
-4.9,-9.1,58.0,10264,2024-01-25 06:37:13,127.4839722,34.9021584
-4.9,-9.2,58.0,10264,2024-01-25 06:37:14,127.4839722,34.9021584
-4.9,-9.4,58.0,10264,2024-01-25 06:37:14,127.4839678,34.9021079
-4.9,-9.2,58.0,10264,2024-01-25 06:37:15,127.4839678,34.9021079
-4.9,-9.0,58.0,10263,2024-01-25 06:37:15,127.4839606,34.9020501
-4.9,-9.2,58.0,10263,2024-01-25 06:37:16,127.4839606,34.9020501
-4.9,-9.4,58.0,10263,2024-01-25 06:37:16,127.4839518,34.9019844
-4.9,-9.5,58.0,10263,2024-01-25 06:37:17,127.4839518,34.9019844
-4.8,-9.4,58.0,10262,2024-01-25 06:37:17,127.4839383,34.9019083
-4.8,-9.2,58.1,10262,2024-01-25 06:37:18,127.4839383,34.9019083
-4.8,-9.1,58.1,10262,2024-01-25 06:37:18,127.4839234,34.9018264
-4.9,-9.0,58.1,10261,2024-01-25 06:37:19,127.4839234,34.9018264
-4.8,-9.1,58.1,10261,2024-01-25 06:37:19,127.4839073,34.9017427
-4.8,-9.6,58.1,10260,2024-01-25 06:37:20,127.4839073,34.9017427
-4.8,-9.3,58.1,10260,2024-01-25 06:37:20,127.4838894,34.9016563
-4.8,-8.8,58.1,10260,2024-01-25 06:37:21,127.4838894,34.9016563
-4.8,-8.8,58.1,10260,2024-01-25 06:37:21,127.4838692,34.9015665
-4.8,-8.8,58.1,10259,2024-01-25 06:37:22,127.4838692,34.9015665
-4.8,-8.7,58.1,10259,2024-01-25 06:37:22,127.4838447,34.9014686
-4.8,-8.7,58.1,10259,2024-01-25 06:37:23,127.4838447,34.9014686
-4.8,-8.8,58.1,10258,2024-01-25 06:37:23,127.483817,34.9013663
-4.8,-8.7,58.1,10258,2024-01-25 06:37:24,127.483817,34.9013663
-4.9,-8.7,58.1,10258,2024-01-25 06:37:24,127.4837853,34.9012647
-4.8,-8.8,58.1,10258,2024-01-25 06:37:25,127.4837853,34.9012647
-4.9,-8.7,58.1,10258,2024-01-25 06:37:25,127.4837502,34.9011572
-4.9,-8.7,58.1,10258,2024-01-25 06:37:26,127.4837502,34.9011572
-4.9,-8.6,58.1,10258,2024-01-25 06:37:26,127.4837106,34.9010506
-4.9,-8.6,58.1,10258,2024-01-25 06:37:27,127.4837106,34.9010506
-4.9,-8.7,58.1,10258,2024-01-25 06:37:27,127.4836661,34.9009422
-4.9,-8.7,58.0,10258,2024-01-25 06:37:28,127.4836661,34.9009422
-4.9,-8.6,58.0,10258,2024-01-25 06:37:28,127.4836219,34.9008328
-4.9,-8.8,58.0,10257,2024-01-25 06:37:29,127.4836219,34.9008328
-4.9,-8.8,58.0,10257,2024-01-25 06:37:29,127.483574,34.9007177
-4.9,-8.8,58.0,10257,2024-01-25 06:37:30,127.483574,34.9007177
-4.9,-8.8,58.0,10257,2024-01-25 06:37:30,127.4835155,34.9006006
-4.9,-8.8,58.0,10256,2024-01-25 06:37:31,127.4835155,34.9006006
-4.9,-9.0,58.0,10256,2024-01-25 06:37:31,127.4834495,34.9004845
-4.9,-8.8,58.1,10256,2024-01-25 06:37:32,127.4834495,34.9004845
-4.9,-8.8,58.1,10256,2024-01-25 06:37:32,127.4833747,34.9003648
-4.9,-8.7,58.1,10256,2024-01-25 06:37:33,127.4833747,34.9003648
-5.0,-8.6,58.1,10256,2024-01-25 06:37:33,127.4832939,34.9002448
-4.9,-8.7,58.0,10255,2024-01-25 06:37:34,127.4832939,34.9002448
-4.9,-8.6,58.0,10255,2024-01-25 06:37:34,127.4832049,34.9001182
-5.0,-8.5,58.0,10255,2024-01-25 06:37:35,127.4832049,34.9001182
-5.0,-8.5,58.0,10255,2024-01-25 06:37:35,127.4831144,34.8999962
-5.0,-8.5,58.0,10255,2024-01-25 06:37:36,127.4831144,34.8999962
-5.0,-8.5,58.0,10255,2024-01-25 06:37:36,127.4830172,34.8998699
-5.0,-8.5,58.0,10255,2024-01-25 06:37:37,127.4830172,34.8998699
-4.9,-8.6,58.0,10254,2024-01-25 06:37:37,127.4829164,34.8997454
-5.0,-8.5,58.0,10255,2024-01-25 06:37:38,127.4829164,34.8997454
-5.0,-8.7,58.0,10255,2024-01-25 06:37:38,127.4828078,34.8996233
-5.0,-8.5,58.0,10255,2024-01-25 06:37:39,127.4828078,34.8996233
-5.0,-8.7,58.0,10254,2024-01-25 06:37:39,127.4826945,34.8995001
-5.0,-8.7,58.0,10254,2024-01-25 06:37:40,127.4826945,34.8995001
-5.0,-8.8,58.0,10254,2024-01-25 06:37:40,127.4825754,34.8993741
-5.0,-8.5,58.0,10254,2024-01-25 06:37:41,127.4825754,34.8993741
-5.0,-8.7,58.0,10254,2024-01-25 06:37:41,127.482456,34.8992505
-5.0,-8.7,58.0,10254,2024-01-25 06:37:42,127.482456,34.8992505
-5.0,-8.6,58.0,10254,2024-01-25 06:37:42,127.4823317,34.8991276
-5.0,-8.6,58.0,10254,2024-01-25 06:37:43,127.4823317,34.8991276
-5.0,-8.6,58.0,10254,2024-01-25 06:37:43,127.4822054,34.8990049
-5.0,-8.7,58.0,10254,2024-01-25 06:37:44,127.4822054,34.8990049
-5.0,-8.8,58.0,10255,2024-01-25 06:37:44,127.4820824,34.8988829
-5.0,-8.9,58.0,10255,2024-01-25 06:37:45,127.4820824,34.8988829
-5.0,-8.7,58.0,10256,2024-01-25 06:37:45,127.481964,34.8987609
-5.0,-8.7,58.0,10256,2024-01-25 06:37:46,127.481964,34.8987609
-5.0,-8.7,58.0,10257,2024-01-25 06:37:46,127.4818461,34.898638
-5.0,-8.5,58.0,10257,2024-01-25 06:37:47,127.4818461,34.898638
-5.1,-8.5,58.0,10257,2024-01-25 06:37:47,127.4817313,34.8985159
-5.1,-9.1,58.0,10258,2024-01-25 06:37:48,127.4817313,34.8985159
-5.1,-9.2,58.0,10258,2024-01-25 06:37:48,127.4816148,34.8983925
-5.1,-8.2,58.0,10259,2024-01-25 06:37:49,127.4816148,34.8983925
-5.1,-6.7,58.0,10259,2024-01-25 06:37:49,127.4815024,34.8982727
-5.1,-6.9,58.1,10259,2024-01-25 06:37:50,127.4815024,34.8982727
-5.1,-7.6,58.1,10260,2024-01-25 06:37:50,127.4813884,34.8981475
-5.1,-8.1,58.1,10260,2024-01-25 06:37:51,127.4813884,34.8981475
-5.1,-8.7,58.1,10260,2024-01-25 06:37:51,127.4812777,34.8980269
-5.2,-8.6,58.1,10260,2024-01-25 06:37:52,127.4812777,34.8980269
-5.2,-8.7,58.1,10261,2024-01-25 06:37:52,127.4811652,34.8979037
-5.2,-9.4,58.1,10261,2024-01-25 06:37:53,127.4811652,34.8979037
-5.2,-9.7,58.1,10261,2024-01-25 06:37:53,127.4810552,34.8977807
-5.2,-9.4,58.2,10262,2024-01-25 06:37:54,127.4810552,34.8977807
-5.2,-9.0,58.2,10262,2024-01-25 06:37:54,127.4809463,34.8976541
-5.2,-8.5,58.2,10262,2024-01-25 06:37:55,127.4809463,34.8976541
-5.2,-7.5,58.2,10262,2024-01-25 06:37:55,127.4808391,34.8975273
-5.2,-6.7,58.2,10262,2024-01-25 06:37:56,127.4808391,34.8975273
-5.2,-6.4,58.2,10263,2024-01-25 06:37:56,127.4807318,34.897398
-5.2,-6.4,58.2,10263,2024-01-25 06:37:57,127.4807318,34.897398
-5.3,-6.4,58.2,10263,2024-01-25 06:37:57,127.4806273,34.8972645
-5.2,-6.6,58.2,10263,2024-01-25 06:37:58,127.4806273,34.8972645
-5.2,-7.0,58.2,10263,2024-01-25 06:37:58,127.4805258,34.8971276
-5.3,-7.3,58.2,10263,2024-01-25 06:37:59,127.4805258,34.8971276
-5.2,-7.5,58.2,10264,2024-01-25 06:37:59,127.4804247,34.8969857
-5.3,-7.9,58.2,10264,2024-01-25 06:38:00,127.4804247,34.8969857
-5.3,-8.2,58.2,10264,2024-01-25 06:38:00,127.4803274,34.8968444
-5.3,-8.6,58.2,10265,2024-01-25 06:38:01,127.4803274,34.8968444
-5.3,-8.9,58.2,10265,2024-01-25 06:38:01,127.4802315,34.8967005
-5.3,-8.0,58.2,10265,2024-01-25 06:38:02,127.4802315,34.8967005
-5.3,-7.2,58.2,10266,2024-01-25 06:38:02,127.4801412,34.8965596
-5.3,-7.0,58.2,10266,2024-01-25 06:38:03,127.4801412,34.8965596
-5.3,-7.4,58.2,10266,2024-01-25 06:38:03,127.480057,34.8964147
-5.3,-7.8,58.3,10266,2024-01-25 06:38:04,127.480057,34.8964147
-5.3,-7.9,58.3,10266,2024-01-25 06:38:04,127.4799798,34.8962671
-5.3,-8.4,58.3,10266,2024-01-25 06:38:05,127.4799798,34.8962671
-5.3,-8.3,58.3,10266,2024-01-25 06:38:05,127.4799053,34.8961163
-5.3,-8.4,58.4,10266,2024-01-25 06:38:06,127.4799053,34.8961163
-5.3,-8.6,58.4,10267,2024-01-25 06:38:06,127.4798373,34.8959606
-5.3,-8.8,58.4,10267,2024-01-25 06:38:07,127.4798373,34.8959606
-5.3,-8.7,58.4,10267,2024-01-25 06:38:07,127.4797791,34.8958043
-5.3,-8.7,58.4,10267,2024-01-25 06:38:08,127.4797791,34.8958043
-5.3,-9.0,58.4,10268,2024-01-25 06:38:08,127.4797244,34.895645
-5.3,-8.8,58.4,10268,2024-01-25 06:38:09,127.4797244,34.895645
-5.3,-8.7,58.4,10268,2024-01-25 06:38:09,127.4796694,34.8954851
-5.3,-8.7,58.4,10268,2024-01-25 06:38:10,127.4796694,34.8954851
-5.3,-8.7,58.4,10268,2024-01-25 06:38:10,127.4796157,34.8953292
-5.3,-8.6,58.4,10269,2024-01-25 06:38:11,127.4796157,34.8953292
-5.3,-8.7,58.4,10269,2024-01-25 06:38:11,127.4795642,34.8951741
-5.3,-8.7,58.5,10269,2024-01-25 06:38:12,127.4795642,34.8951741
-5.3,-8.7,58.5,10269,2024-01-25 06:38:12,127.4795126,34.8950185
-5.3,-8.7,58.5,10270,2024-01-25 06:38:13,127.4795126,34.8950185
-5.3,-8.8,58.5,10270,2024-01-25 06:38:13,127.4794648,34.8948629
-5.4,-8.8,58.6,10270,2024-01-25 06:38:14,127.4794648,34.8948629
-5.4,-8.8,58.6,10270,2024-01-25 06:38:14,127.479417,34.8947065
-5.4,-8.9,58.6,10271,2024-01-25 06:38:15,127.479417,34.8947065
-5.4,-8.7,58.6,10271,2024-01-25 06:38:15,127.4793673,34.8945524
-5.4,-8.8,58.6,10271,2024-01-25 06:38:16,127.4793673,34.8945524
-5.4,-9.0,58.6,10271,2024-01-25 06:38:16,127.4793174,34.8944009
-5.4,-8.9,58.6,10271,2024-01-25 06:38:17,127.4793174,34.8944009
-5.4,-8.9,58.6,10272,2024-01-25 06:38:17,127.4792699,34.8942525
-5.4,-8.9,58.7,10272,2024-01-25 06:38:18,127.4792699,34.8942525
-5.4,-8.9,58.7,10273,2024-01-25 06:38:18,127.4792188,34.8941038
-5.4,-8.8,58.7,10273,2024-01-25 06:38:19,127.4792188,34.8941038
-5.5,-8.8,58.7,10273,2024-01-25 06:38:19,127.4791652,34.893959
-5.4,-8.8,58.8,10273,2024-01-25 06:38:20,127.4791652,34.893959
-5.4,-8.9,58.8,10274,2024-01-25 06:38:20,127.479113,34.8938117
-5.5,-8.7,58.8,10274,2024-01-25 06:38:21,127.479113,34.8938117
-5.5,-8.8,58.8,10274,2024-01-25 06:38:21,127.4790584,34.8936677
-5.5,-8.7,58.8,10274,2024-01-25 06:38:22,127.4790584,34.8936677
-5.4,-8.7,58.8,10274,2024-01-25 06:38:22,127.4790027,34.8935202
-5.5,-8.7,58.8,10274,2024-01-25 06:38:23,127.4790027,34.8935202
-5.4,-8.6,58.8,10275,2024-01-25 06:38:23,127.4789442,34.8933771
-5.4,-8.6,58.8,10275,2024-01-25 06:38:24,127.4788847,34.8932394
-5.4,-8.6,58.8,10275,2024-01-25 06:38:24,127.4788847,34.8932394
-5.4,-8.6,58.8,10275,2024-01-25 06:38:25,127.4788847,34.8932394
-5.5,-8.6,58.8,10276,2024-01-25 06:38:25,127.4788204,34.893103
-5.4,-8.8,58.9,10276,2024-01-25 06:38:26,127.4788204,34.893103
-5.5,-8.8,58.9,10276,2024-01-25 06:38:26,127.4787545,34.8929698
-5.4,-8.9,58.9,10276,2024-01-25 06:38:27,127.4787545,34.8929698
-5.5,-8.9,58.9,10276,2024-01-25 06:38:27,127.4786835,34.8928393
-5.4,-8.9,59.0,10276,2024-01-25 06:38:28,127.4786835,34.8928393
-5.4,-8.9,59.0,10276,2024-01-25 06:38:28,127.4786085,34.8927077
-5.4,-8.8,59.0,10276,2024-01-25 06:38:29,127.4786085,34.8927077
-5.5,-8.6,59.0,10277,2024-01-25 06:38:29,127.4785312,34.8925771
-5.5,-8.6,58.9,10277,2024-01-25 06:38:30,127.4784513,34.8924498
-5.5,-8.6,58.9,10277,2024-01-25 06:38:30,127.4784513,34.8924498
-5.5,-8.7,58.9,10277,2024-01-25 06:38:31,127.4784513,34.8924498
-5.5,-8.7,58.9,10277,2024-01-25 06:38:31,127.4783732,34.8923283
-5.5,-8.6,59.0,10278,2024-01-25 06:38:32,127.4782938,34.8922077
-5.5,-8.5,59.0,10278,2024-01-25 06:38:32,127.4782938,34.8922077
-5.5,-8.3,59.0,10278,2024-01-25 06:38:33,127.4782938,34.8922077
-5.5,-8.4,59.0,10279,2024-01-25 06:38:33,127.4782158,34.8920887
-5.5,-8.4,59.0,10279,2024-01-25 06:38:34,127.4782158,34.8920887
-5.5,-8.6,59.0,10279,2024-01-25 06:38:34,127.4781369,34.8919738
-5.5,-8.5,59.0,10279,2024-01-25 06:38:35,127.4781369,34.8919738
-5.4,-8.5,59.0,10280,2024-01-25 06:38:35,127.4780538,34.8918603
-5.4,-8.5,59.1,10280,2024-01-25 06:38:36,127.4779709,34.8917507
-5.4,-8.5,59.1,10280,2024-01-25 06:38:36,127.4779709,34.8917507
-5.4,-8.3,59.1,10280,2024-01-25 06:38:37,127.4779709,34.8917507
-5.4,-8.4,59.1,10280,2024-01-25 06:38:37,127.4778852,34.8916432
-5.4,-8.4,59.1,10280,2024-01-25 06:38:38,127.4778852,34.8916432
-5.4,-8.5,59.1,10281,2024-01-25 06:38:38,127.4778009,34.8915376
-5.4,-8.4,59.1,10281,2024-01-25 06:38:39,127.4778009,34.8915376
-5.4,-8.1,59.1,10281,2024-01-25 06:38:39,127.4777146,34.891432
-5.4,-8.2,59.1,10281,2024-01-25 06:38:40,127.4776216,34.8913289
-5.4,-8.1,59.1,10281,2024-01-25 06:38:40,127.4776216,34.8913289
-5.4,-8.2,59.1,10280,2024-01-25 06:38:41,127.477525,34.8912279
-5.4,-8.6,59.1,10280,2024-01-25 06:38:41,127.477525,34.8912279
-5.4,-8.4,59.1,10280,2024-01-25 06:38:42,127.4774274,34.891123
-5.4,-8.2,59.1,10280,2024-01-25 06:38:42,127.4774274,34.891123
-5.4,-8.5,59.1,10279,2024-01-25 06:38:43,127.4773241,34.8910164
-5.4,-8.5,59.1,10279,2024-01-25 06:38:43,127.4773241,34.8910164
-5.4,-8.6,59.2,10278,2024-01-25 06:38:44,127.4772081,34.8909055
-5.4,-8.4,59.2,10278,2024-01-25 06:38:44,127.4772081,34.8909055
-5.4,-8.4,59.2,10277,2024-01-25 06:38:45,127.4770945,34.8907924
-5.4,-8.6,59.2,10277,2024-01-25 06:38:45,127.4770945,34.8907924
-5.4,-8.5,59.1,10276,2024-01-25 06:38:46,127.4769748,34.8906775
-5.4,-8.6,59.1,10276,2024-01-25 06:38:46,127.4769748,34.8906775
-5.4,-8.5,59.1,10276,2024-01-25 06:38:47,127.4768507,34.8905638
-5.4,-8.6,59.1,10276,2024-01-25 06:38:47,127.4768507,34.8905638
-5.4,-8.4,59.1,10275,2024-01-25 06:38:48,127.4767208,34.890448
-5.4,-8.5,59.1,10275,2024-01-25 06:38:48,127.4767208,34.890448
-5.4,-8.3,59.1,10275,2024-01-25 06:38:49,127.4765891,34.8903373
-5.4,-8.6,59.1,10275,2024-01-25 06:38:49,127.4765891,34.8903373
-5.4,-8.6,59.2,10275,2024-01-25 06:38:50,127.4764502,34.8902323
-5.4,-8.5,59.2,10275,2024-01-25 06:38:50,127.4764502,34.8902323
-5.4,-8.5,59.2,10276,2024-01-25 06:38:51,127.476309,34.8901279
-5.4,-8.4,59.2,10276,2024-01-25 06:38:51,127.476309,34.8901279
-5.3,-8.5,59.2,10275,2024-01-25 06:38:52,127.4761686,34.8900228
-5.3,-8.2,59.2,10275,2024-01-25 06:38:52,127.4761686,34.8900228
-5.3,-8.3,59.2,10275,2024-01-25 06:38:53,127.4760217,34.8899183
-5.3,-8.3,59.2,10275,2024-01-25 06:38:53,127.4760217,34.8899183
-5.3,-8.4,59.2,10275,2024-01-25 06:38:54,127.4758769,34.8898167
-5.3,-8.3,59.2,10275,2024-01-25 06:38:55,127.4758769,34.8898167
-5.3,-8.2,59.2,10275,2024-01-25 06:38:55,127.4757305,34.8897165
-5.3,-8.3,59.2,10275,2024-01-25 06:38:55,127.4757305,34.8897165
-5.3,-8.3,59.2,10275,2024-01-25 06:38:56,127.4755804,34.88962
-5.3,-8.3,59.2,10275,2024-01-25 06:38:56,127.4755804,34.88962
-5.3,-8.6,59.2,10275,2024-01-25 06:38:57,127.4754254,34.8895267
-5.3,-8.8,59.2,10275,2024-01-25 06:38:58,127.4754254,34.8895267
-5.3,-8.9,59.2,10274,2024-01-25 06:38:58,127.4752622,34.8894358
-5.3,-8.6,59.2,10274,2024-01-25 06:38:58,127.4752622,34.8894358
-5.2,-8.9,59.2,10274,2024-01-25 06:38:59,127.4751002,34.8893465
-5.2,-9.2,59.2,10274,2024-01-25 06:38:59,127.4751002,34.8893465
-5.2,-8.6,59.3,10275,2024-01-25 06:39:00,127.4749361,34.8892597
-5.3,-8.3,59.3,10275,2024-01-25 06:39:01,127.4749361,34.8892597
-5.2,-8.6,59.3,10275,2024-01-25 06:39:01,127.4747716,34.8891728
-5.3,-8.7,59.3,10275,2024-01-25 06:39:02,127.4747716,34.8891728
-5.2,-8.8,59.3,10274,2024-01-25 06:39:02,127.4746038,34.8890874
-5.2,-8.6,59.3,10274,2024-01-25 06:39:02,127.4746038,34.8890874
-5.2,-9.0,59.3,10274,2024-01-25 06:39:03,127.4744325,34.8890083
-5.2,-8.8,59.3,10274,2024-01-25 06:39:04,127.4744325,34.8890083
-5.2,-8.5,59.3,10273,2024-01-25 06:39:04,127.4742589,34.8889269
-5.2,-8.3,59.3,10273,2024-01-25 06:39:05,127.4742589,34.8889269
-5.2,-8.3,59.3,10272,2024-01-25 06:39:05,127.4740856,34.8888464
-5.2,-8.4,59.3,10271,2024-01-25 06:39:06,127.4740856,34.8888464
-5.2,-8.5,59.3,10271,2024-01-25 06:39:06,127.4739121,34.8887684
-5.2,-8.4,59.3,10270,2024-01-25 06:39:07,127.4739121,34.8887684
-5.2,-8.3,59.3,10270,2024-01-25 06:39:07,127.4737388,34.8886896
-5.2,-8.0,59.3,10269,2024-01-25 06:39:08,127.4737388,34.8886896
-5.2,-8.3,59.3,10268,2024-01-25 06:39:08,127.4735607,34.8886093
-5.2,-8.3,59.3,10268,2024-01-25 06:39:09,127.4735607,34.8886093
-5.2,-8.3,59.3,10268,2024-01-25 06:39:09,127.473378,34.8885288
-5.2,-8.4,59.3,10268,2024-01-25 06:39:10,127.473378,34.8885288
-5.1,-8.1,59.3,10269,2024-01-25 06:39:11,127.4731973,34.888442
-5.1,-8.3,59.3,10269,2024-01-25 06:39:11,127.4730143,34.888358
-5.1,-8.3,59.3,10270,2024-01-25 06:39:12,127.4730143,34.888358
-5.1,-8.4,59.4,10270,2024-01-25 06:39:12,127.4728299,34.888274
-5.1,-8.5,59.4,10270,2024-01-25 06:39:13,127.4728299,34.888274
-5.0,-8.5,59.4,10270,2024-01-25 06:39:13,127.4726457,34.8881924
-5.0,-8.2,59.4,10269,2024-01-25 06:39:14,127.4726457,34.8881924
-5.0,-8.1,59.4,10269,2024-01-25 06:39:14,127.4724621,34.8881102
-5.0,-7.9,59.4,10269,2024-01-25 06:39:15,127.4724621,34.8881102
-5.0,-7.9,59.4,10268,2024-01-25 06:39:15,127.4722768,34.8880253
-5.0,-8.0,59.4,10268,2024-01-25 06:39:16,127.4722768,34.8880253
-5.0,-8.0,59.3,10268,2024-01-25 06:39:16,127.4720898,34.8879397
-5.0,-8.0,59.3,10268,2024-01-25 06:39:17,127.4720898,34.8879397
-5.0,-7.9,59.3,10268,2024-01-25 06:39:17,127.4719024,34.8878516
-5.0,-8.1,59.3,10267,2024-01-25 06:39:18,127.4719024,34.8878516
-5.0,-8.0,59.4,10267,2024-01-25 06:39:18,127.4717157,34.8877636
-5.0,-8.1,59.4,10267,2024-01-25 06:39:19,127.4717157,34.8877636
-5.0,-7.9,59.4,10267,2024-01-25 06:39:20,127.4715267,34.8876766
-5.0,-8.0,59.4,10266,2024-01-25 06:39:20,127.4713401,34.8875874
-5.0,-8.1,59.4,10266,2024-01-25 06:39:21,127.4713401,34.8875874
-4.9,-8.1,59.4,10267,2024-01-25 06:39:21,127.4711541,34.8875042
-5.0,-7.8,59.4,10268,2024-01-25 06:39:22,127.4711541,34.8875042
-5.0,-7.9,59.4,10267,2024-01-25 06:39:22,127.4709657,34.8874195
-5.0,-8.2,59.4,10268,2024-01-25 06:39:23,127.4709657,34.8874195
-5.0,-8.0,59.4,10269,2024-01-25 06:39:23,127.4707821,34.8873359
-5.0,-8.1,59.4,10269,2024-01-25 06:39:24,127.4707821,34.8873359
-5.0,-8.0,59.4,10270,2024-01-25 06:39:24,127.4706005,34.88725
-5.0,-7.9,59.4,10270,2024-01-25 06:39:25,127.4706005,34.88725
-5.0,-7.9,59.4,10269,2024-01-25 06:39:25,127.4704176,34.8871618
-5.0,-7.8,59.4,10269,2024-01-25 06:39:26,127.4704176,34.8871618
-5.0,-8.1,59.4,10268,2024-01-25 06:39:26,127.4702322,34.8870762
-5.0,-8.0,59.4,10268,2024-01-25 06:39:27,127.4702322,34.8870762
-5.0,-7.9,59.4,10268,2024-01-25 06:39:28,127.470045,34.886992
-5.0,-8.0,59.4,10269,2024-01-25 06:39:28,127.4698623,34.8869096
-4.9,-8.1,59.4,10269,2024-01-25 06:39:29,127.4698623,34.8869096
-5.0,-8.3,59.4,10268,2024-01-25 06:39:29,127.4696824,34.8868257
-4.9,-8.3,59.4,10267,2024-01-25 06:39:30,127.4696824,34.8868257
-4.9,-8.2,59.5,10267,2024-01-25 06:39:30,127.4695098,34.8867446
-4.9,-8.0,59.5,10266,2024-01-25 06:39:31,127.4695098,34.8867446
-4.9,-8.1,59.5,10267,2024-01-25 06:39:31,127.4693334,34.8866664
-4.9,-8.2,59.5,10267,2024-01-25 06:39:32,127.4693334,34.8866664
-4.9,-8.3,59.6,10268,2024-01-25 06:39:32,127.4691646,34.8865915
-4.9,-8.0,59.6,10269,2024-01-25 06:39:33,127.4691646,34.8865915
-4.9,-8.1,59.6,10269,2024-01-25 06:39:33,127.468999,34.8865169
-4.9,-8.1,59.6,10270,2024-01-25 06:39:34,127.468999,34.8865169
-4.9,-8.0,59.6,10271,2024-01-25 06:39:35,127.4688344,34.886444
-4.9,-8.3,59.6,10271,2024-01-25 06:39:35,127.4686838,34.8863743
-4.9,-8.8,59.6,10272,2024-01-25 06:39:36,127.4686838,34.8863743
-4.9,-8.3,59.7,10272,2024-01-25 06:39:36,127.4685359,34.8863049
-4.9,-8.3,59.7,10273,2024-01-25 06:39:37,127.4685359,34.8863049
-4.9,-8.1,59.7,10273,2024-01-25 06:39:37,127.4683918,34.8862345
-4.9,-8.1,59.7,10273,2024-01-25 06:39:38,127.4683918,34.8862345
-4.9,-8.0,59.7,10274,2024-01-25 06:39:38,127.4682464,34.8861633
-4.9,-8.1,59.7,10274,2024-01-25 06:39:39,127.4682464,34.8861633
-4.9,-8.1,59.7,10274,2024-01-25 06:39:39,127.4680993,34.8860921
-4.9,-8.0,59.7,10274,2024-01-25 06:39:40,127.4680993,34.8860921
-4.8,-8.1,59.7,10274,2024-01-25 06:39:40,127.4679518,34.8860219
-4.8,-8.1,59.7,10273,2024-01-25 06:39:41,127.4679518,34.8860219
-4.8,-8.1,59.7,10273,2024-01-25 06:39:41,127.4678017,34.8859507
-4.8,-8.4,59.7,10274,2024-01-25 06:39:42,127.4678017,34.8859507
-4.9,-8.2,59.7,10273,2024-01-25 06:39:42,127.4676503,34.8858769
-4.8,-8.1,59.7,10273,2024-01-25 06:39:43,127.4676503,34.8858769
-4.8,-7.9,59.7,10273,2024-01-25 06:39:43,127.4674939,34.8857996
-4.8,-7.9,59.7,10273,2024-01-25 06:39:44,127.4674939,34.8857996
-4.8,-8.0,59.7,10273,2024-01-25 06:39:44,127.4673299,34.8857205
-4.8,-7.8,59.7,10273,2024-01-25 06:39:45,127.4673299,34.8857205
-4.8,-8.2,59.7,10272,2024-01-25 06:39:45,127.4671663,34.8856409
-4.8,-8.1,59.7,10272,2024-01-25 06:39:46,127.4671663,34.8856409
-4.8,-8.3,59.7,10272,2024-01-25 06:39:46,127.4670038,34.8855612
